UF;Ano;Status;SSP_Exceto_R$;SSP_Intra_R$;SSP_Total_R$;SAP_Exceto_R$;SAP_Intra_R$;SAP_Total_R$;SSP_SAP_Exceto_R$;SSP_SAP_Intra_R$;SSP_SAP_Total_R$;Total_Exceto_R$;Total_Intra_R$;Total_Geral_R$;Pct_SSP_Exceto_%;Pct_SSP_Total_%;Pct_SAP_Exceto_%;Pct_SAP_Total_%;Pct_SSP_SAP_Exceto_%;Pct_SSP_SAP_Total_%;Pct_API_%
SC;2022;OK;3182366403,13;308044742,84;3490411145,9700003;308728806,98;10648935,93;319377742,91;3491095210,11;318693678,77;3809788888,88;39901016488,14;2042892961,75;41943909449,89;7,98;8,32;0,77;0,76;8,75;9,08;7,59
SC;2023;OK;3185564985,86;323211789,51;3508776775,37;316970865,28;1246648,55;318217513,83;3502535851,1400003;324458438,06;3826994289,2;40177913208,6;2169760521,62;42347673730,22;7,93;8,29;0,79;0,75;8,72;9,04;7,52
SC;2024;OK;3368498204,53;328019580,38;3696517784,91;299965460,94;3130495,89;303095956,83;3668463665,47;331150076,27;3999613741,74;45739708452,68;2184568340,15;47924276792,83;7,36;7,71;0,66;0,63;8,02;8,35;7,03
SE;2015;OK;784087746,99;0,0;784087746,99;40462895,04;0,0;40462895,04;824550642,03;0,0;824550642,03;6943620598,27;565454605,73;7509075204,0;11,29;10,44;0,58;0,54;11,87;10,98;10,44
SE;2016;OK;820592198,04;133472705,81;954064903,85;51757499,11;0,0;51757499,11;872349697,15;133472705,81;1005822402,96;7197728872,02;579341925,36;7777070797,38;11,4;12,27;0,72;0,67;12,12;12,93;10,55
SE;2017;OK;845584455,32;169489889,9;1015074345,22;70539332,04;0,0;70539332,04;916123787,36;169489889,9;1085613677,26;7792392973,46;702534226,5;8494927199,96;10,85;11,95;0,91;0,83;11,76;12,78;9,95
SE;2018;OK;892986186,11;187519677,37;1080505863,48;96674574,15;0,0;96674574,15;989660760,26;187519677,37;1177180437,63;8038003476,82;749817354,36;8787820831,18;11,11;12,3;1,2;1,1;12,31;13,4;10,16
SE;2019;OK;958348463,78;191824788,92;1150173252,7;119685667,95;0,0;119685667,95;1078034131,73;191824788,92;1269858920,65;8778241596,5;758523161,52;9536764758,02;10,92;12,06;1,36;1,25;12,28;13,32;10,05
SE;2020;OK;956459853,46;101265231,46;1057725084,92;85217129,19;0,0;85217129,19;1041676982,65;101265231,46;1142942214,11;9025254986,8;865745252,88;9891000239,68;10,6;10,69;0,94;0,86;11,54;11,56;9,67
SE;2021;OK;1504447958,71;88485798,89;1592933757,6;132739068,02;0,0;132739068,02;1637187026,73;88485798,89;1725672825,62;9864758297,4;1115417257,91;10980175555,31;15,25;14,51;1,35;1,21;16,6;15,72;13,7
SE;2022;OK;1252127303,32;82180397,34;1334307700,6599998;132754576,27;0,0;132754576,27;1384881879,59;82180397,34;1467062276,9299998;12112160186,72;859178376,95;12971338563,67;10,34;10,29;1,1;1,02;11,43;11,31;9,65
SE;2023;OK;1253989287,06;90142820,18;1344132107,24;112433330,66;0,0;112433330,66;1366422617,72;90142820,18;1456565437,9;12478946191,57;794146414,21;13273092605,78;10,05;10,13;0,9;0,85;10,95;10,97;9,45
SE;2024;OK;1700732452,09;124098135,25;1824830587,34;0,0;0,0;0,0;1700732452,09;124098135,25;1824830587,34;14600699729,56;890123943,64;15490823673,2;11,65;11,78;0,0;0,0;11,65;11,78;10,98
SP;2015;OK;11197084726,14;0,0;11197084726,14;2955581253,86;0,0;2955581253,86;14152665980,0;0,0;14152665980,0;192086087235,69;25918138752,58;218004225988,27;5,83;5,14;1,54;1,36;7,37;6,49;5,14
SP;2016;OK;10930825568,65;8656753117,48;19587578686,13;3090015920,15;389506644,06;3479522564,21;14020841488,8;9046259761,54;23067101250,34;188996422536,44;26966226708,5;215962649244,94;5,78;9,07;1,63;1,61;7,42;10,68;5,06
SP;2017;OK;11473029302,61;8871248221,04;20344277523,65;3115274953,98;404154743,5;3519429697,48;14588304256,59;9275402964,54;23863707221,13;200282530941,11;27922274820,35;228204805761,46;5,73;8,91;1,56;1,54;7,28;10,46;5,03
SP;2018;OK;11325847798,33;9590155192,31;20916002990,64;3175006713,35;429839801,56;3604846514,91;14500854511,68;10019994993,87;24520849505,55;209644961505,39;29776000273,37;239420961778,76;5,4;8,74;1,51;1,51;6,92;10,24;4,73
SP;2019;OK;11800303005,15;10056928484,35;21857231489,5;3230561069,0;443671222,12;3674232291,12;15030864074,15;10500599706,47;25531463780,62;223311168743,96;31616410119,63;254927578863,59;5,28;8,57;1,45;1,44;6,73;10,02;4,63
SP;2020;OK;11638997394,66;13274397898,81;24913395293,47;3286333794,92;499561413,86;3785895208,78;14925331189,58;13773959312,67;28699290502,25;216731567288,5;36521624597,26;253253191885,76;5,37;9,84;1,52;1,49;6,89;11,33;4,6
SP;2021;OK;12616229094,01;7002544457,42;19618773551,43;3269366589,56;512126286,14;3781492875,7;15885595683,57;7514670743,56;23400266427,13;258882561853,38;26228640038,6;285111201891,98;4,87;6,88;1,26;1,33;6,14;8,21;4,43
SP;2022;OK;13914347576,37;11142423446,74;25056771023,11;3755868567,52;592732954,06;4348601521,58;17670216143,89;11735156400,8;29405372544,69;299510870732,2;35304496502,03;334815367234,23;4,65;7,48;1,25;1,3;5,9;8,78;4,16
SP;2023;OK;15168498886,5;953183858,2;16121682744,7;4049760506,51;628861950,46;4678622456,97;19218259393,01;1582045808,66;20800305201,67;302650959137,89;16869456459,18;319520415597,07;5,01;5,05;1,34;1,46;6,35;6,51;4,75
SP;2024;OK;16336935192,76;1047673656,3;17384608849,06;4425011338,63;637630484,14;5062641822,77;20761946531,39;1685304140,44;22447250671,83;335692614882,49;17581670394,76;353274285277,25;4,87;4,92;1,32;1,43;6,18;6,35;4,62
TO;2015;OK;629948561,89;0,0;629948561,89;53810550,81;0,0;53810550,81;683759112,7;0,0;683759112,7;6823955762,6;508146613,0;7332102375,6;9,23;8,59;0,79;0,73;10,02;9,33;8,59
TO;2016;OK;728928896,44;78958731,1;807887627,5400001;66151359,98;0,0;66151359,98;795080256,4200001;78958731,1;874038987,5200001;7838456286,43;527200020,92;8365656307,35;9,3;9,66;0,84;0,79;10,14;10,45;8,71
TO;2017;OK;797250754,8;43214347,09;840465101,89;82867879,35;0,0;82867879,35;880118634,15;43214347,09;923332981,24;8119606914,23;516934634,66;8636541548,89;9,82;9,73;1,02;0,96;10,84;10,69;9,23
TO;2018;OK;869454361,74;11389101,44;880843463,1800001;66840978,13;0,0;66840978,13;936295339,87;11389101,44;947684441,31;7877689912,78;463268211,93;8340958124,71;11,04;10,56;0,85;0,8;11,89;11,36;10,42
TO;2019;OK;1070221091,23;11396742,03;1081617833,26;0,0;0,0;0,0;1070221091,23;11396742,03;1081617833,26;8392270767,41;536087271,03;8928358038,44;12,75;12,11;0,0;0,0;12,75;12,11;11,99
TO;2020;OK;1044000277,1;79884164,7;1123884441,8;0,0;0,0;0,0;1044000277,1;79884164,7;1123884441,8;8954349888,53;1106650555,09;10061000443,62;11,66;11,17;0,0;0,0;11,66;11,17;10,38
TO;2021;OK;1022460831,98;100795294,97;1123256126,95;96131884,23;0,0;96131884,23;1118592716,21;100795294,97;1219388011,18;10090157530,49;963976477,73;11054134008,22;10,13;10,16;0,95;0,87;11,09;11,03;9,25
TO;2022;OK;1121375003,03;315128743,06;1436503746,09;105219794,22;3000000,0;108219794,22;1226594797,25;318128743,06;1544723540,31;12196684645,11;1738500301,14;13935184946,25;9,19;10,31;0,86;0,78;10,06;11,09;8,05
TO;2023;OK;1264758059,02;253190489,01;1517948548,03;118959139,11;0,0;118959139,11;1383717198,13;253190489,01;1636907687,14;13827024056,58;1355812280,58;15182836337,16;9,15;10,0;0,86;0,78;10,01;10,78;8,33
TO;2024;OK;1413511634,15;287996676,26;1701508310,41;116344634,48;0,0;116344634,48;1529856268,63;287996676,26;1817852944,89;15609747328,55;1459535839,78;17069283168,33;9,06;9,97;0,75;0,68;9,8;10,65;8,28
AC;2025;OK;1217435052,91;197152667,68;1414587720,5900002;372061,87;0,0;372061,87;1217807114,78;197152667,68;1414959782,46;12095627923,79;846394430,4;12942022354,19;10,07;10,93;0,0;0,0;10,07;10,93;9,41
AC;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
AL;2025;OK;2491360462,39;109562241,47;2600922703,8599997;103633177,31;0,0;103633177,31;2594993639,7;109562241,47;2704555881,1699996;19107334864,17;1062871672,74;20170206536,91;13,04;12,89;0,54;0,51;13,58;13,41;12,35
AL;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
AM;2025;OK;3308853720,15;126757381,29;3435611101,44;504984310,57;0,0;504984310,57;3813838030,7200003;126757381,29;3940595412,01;34908824546,52;1043312118,82;35952136665,34;9,48;9,56;1,45;1,4;10,93;10,96;9,2
AM;2026;OK;1126617335,66;43841694,12;1170459029,78;210058882,13;0,0;210058882,13;1336676217,79;43841694,12;1380517911,9099998;11016822395,3;324870384,48;11341692779,78;10,23;10,32;1,91;1,85;12,13;12,17;9,93
AP;2025;OK;1117275244,43;0,0;1117275244,43;51828315,26;0,0;51828315,26;1169103559,69;0,0;1169103559,69;10630591948,68;180866401,44;10811458350,12;10,51;10,33;0,49;0,48;11,0;10,81;10,33
AP;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
BA;2025;OK;7393968016,22;470257166,59;7864225182,81;709897012,23;38985410,69;748882422,9200001;8103865028,450001;509242577,28;8613107605,73;75791294832,79;3776998913,88;79568293746,67;9,76;9,88;0,94;0,94;10,69;10,82;9,29
BA;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
CE;2025;OK;5225610147,55;936623332,93;6162233480,4800005;0,0;0,0;0,0;5225610147,55;936623332,93;6162233480,4800005;45657720589,22;3388288838,94;49046009428,16;11,45;12,56;0,0;0,0;11,45;12,56;10,65
CE;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
DF;2025;OK;1594483291,07;186027877,32;1780511168,3899999;60005944,05;2355257,2;62361201,25;1654489235,12;188383134,51999998;1842872369,6399999;38739291802,65;3630968258,78;42370260061,43;4,12;4,2;0,15;0,15;4,27;4,35;3,76
DF;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
ES;2025;OK;2805718134,6;71196952,58;2876915087,18;378874773,62;366902,24;379241675,86;3184592908,22;71563854,82;3256156763,04;28869520320,34;442619190,86;29312139511,2;9,72;9,81;1,31;1,29;11,03;11,11;9,57
ES;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
GO;2025;OK;4914758516,7;232991322,75;5147749839,45;297944449,83;0,0;297944449,83;5212702966,53;232991322,75;5445694289,28;50643287624,28;1951741178,93;52595028803,21;9,7;9,79;0,59;0,57;10,29;10,35;9,34
GO;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
MA;2025;OK;2357732611,13;6230604,74;2363963215,87;371822503,76;0,0;371822503,76;2729555114,8900003;6230604,74;2735785719,63;33007920572,48;1206211641,92;34214132214,4;7,14;6,91;1,13;1,09;8,27;8,0;6,89
MA;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
MG;2025;OK;21026225140,75;4351938505,34;25378163646,09;0,0;0,0;0,0;21026225140,75;4351938505,34;25378163646,09;113093249667,93;14019342512,46;127112592180,39;18,59;19,97;0,0;0,0;18,59;19,97;16,54
MG;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
MS;2025;OK;2005273951,55;264747300,05;2270021251,6;460494464,33;63559805,04;524054269,37;2465768415,88;328307105,09000003;2794075520,97;23758057458,81;2565846097,63;26323903556,44;8,44;8,62;1,94;1,99;10,38;10,61;7,62
MS;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
MT;2025;OK;3688730481,8;371860016,82;4060590498,6200004;197509392,74;0,0;197509392,74;3886239874,54;371860016,82;4258099891,3600006;36244986890,11;3169465809,86;39414452699,97;10,18;10,3;0,54;0,5;10,72;10,8;9,36
MT;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
PA;2025;OK;5481472865,04;48616803,59;5530089668,63;0,0;0,0;0,0;5481472865,04;48616803,59;5530089668,63;48726774346,87;3953628433,31;52680402780,18;11,25;10,5;0,0;0,0;11,25;10,5;10,41
PA;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
PB;2025;OK;2366332467,24;236452276,4;2602784743,64;34794392,96;0,0;34794392,96;2401126860,2;236452276,4;2637579136,6;22564333416,47;961858116,36;23526191532,83;10,49;11,06;0,15;0,15;10,64;11,21;10,06
PB;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
PE;2025;OK;4042854306,18;236079212,96;4278933519,14;262964633,2;0,0;262964633,2;4305818939,38;236079212,96;4541898152,34;52495420632,58;2913559982,31;55408980614,89;7,7;7,72;0,5;0,47;8,2;8,2;7,3
PE;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
PI;2025;OK;1897196008,81;245453330,62;2142649339,4299998;0,0;0,0;0,0;1897196008,81;245453330,62;2142649339,4299998;27795682348,07;2135346714,42;29931029062,49;6,83;7,16;0,0;0,0;6,83;7,16;6,34
PI;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
PR;2025;OK;6789840244,25;818114595,7;7607954839,95;60068873,09;0,0;60068873,09;6849909117,34;818114595,7;7668023713,04;72506278394,55;4548905925,56;77055184320,11;9,36;9,87;0,08;0,08;9,45;9,95;8,81
PR;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
RJ;2025;OK;16860215381,27;812430488,57;17672645869,84;0,0;0,0;0,0;16860215381,27;812430488,57;17672645869,84;105892236725,44;9100502356,34;114992739081,78;15,92;15,37;0,0;0,0;15,92;15,37;14,66
RJ;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
RN;2025;OK;1888102012,41;95387686,46;1983489698,8700001;103848385,11;0,0;103848385,11;1991950397,52;95387686,46;2087338083,98;20696574215,2;2664925314,43;23361499529,63;9,12;8,49;0,5;0,44;9,62;8,93;8,08
RN;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
RO;2025;OK;2108588299,78;71506076,87;2180094376,65;140588840,11;0,0;140588840,11;2249177139,89;71506076,87;2320683216,76;14759760481,63;1191483303,52;15951243785,15;14,29;13,67;0,95;0,88;15,24;14,55;13,22
RO;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
RR;2025;OK;947403072,7;80640040,46;1028043113,1600001;48253199,13;0,0;48253199,13;995656271,83;80640040,46;1076296312,2900002;8387511865,39;344974197,44;8732486062,83;11,3;11,77;0,58;0,55;11,87;12,33;10,85
RR;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
RS;2025;OK;7997603463,8;83236,75;7997686700,55;0,0;0,0;0,0;7997603463,8;83236,75;7997686700,55;64584536446,98;17633751220,7;82218287667,68;12,38;9,73;0,0;0,0;12,38;9,73;9,73
RS;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
SC;2025;OK;3724005646,16;346692208,22;4070697854,38;369400329,18;118465,0;369518794,18;4093405975,3399997;346810673,22;4440216648,56;52039082767,27;2342188374,62;54381271141,89;7,16;7,49;0,71;0,68;7,87;8,16;6,85
SC;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
SE;2025;OK;1906725325,65;137527990,5;2044253316,15;0,0;0,0;0,0;1906725325,65;137527990,5;2044253316,15;17255879333,07;940957923,57;18196837256,64;11,05;11,23;0,0;0,0;11,05;11,23;10,48
SE;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
SP;2025;OK;17697921882,41;1088572979,0;18786494861,41;4976665588,51;715504749,08;5692170337,59;22674587470,92;1804077728,08;24478665199,0;355439276197,86;13730725392,24;369170001590,1;4,98;5,09;1,4;1,54;6,38;6,63;4,79
SP;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
TO;2025;OK;1435579042,12;306516946,05;1742095988,1699998;265249120,5;26963431,16;292212551,66;1700828162,62;333480377,21000004;2034308539,83;16550943898,76;1387935257,75;17938879156,51;8,67;9,71;1,6;1,63;10,28;11,34;8,0
TO;2026;SEM_DADOS;;;;;;;;;;;;;;;;;;;
