UF;Ano;Total F06;Subfunção;Valor;Pct
TO;2015;629948561,89;Informação e Inteligência;48316,21;0,007669865910168846
TO;2015;629948561,89;Administração Geral;607975335,39;96,5119014742926
TO;2015;629948561,89;Demais Subfunções;652817,87;0,10363034531603445
TO;2016;728928896,44;Policiamento;17190174,98;2,3582787105785927
TO;2016;728928896,44;Defesa Civil;2588896,1;0,355164421748658
TO;2016;728928896,44;Administração Geral;478540184,97;65,64977562381351
TO;2016;728928896,44;Demais Subfunções;230609640,39;31,636781243859225
TO;2017;797250754,8;Policiamento;19649542,55;2,4646627716181126
TO;2017;797250754,8;Defesa Civil;7373484,99;0,9248639710412978
TO;2017;797250754,8;Administração Geral;543227039,68;68,13753846069108
TO;2017;797250754,8;Demais Subfunções;227000687,58;28,472934796649508
TO;2018;869454361,74;Policiamento;29269822,45;3,3664587513740933
TO;2018;869454361,74;Defesa Civil;3214928,83;0,36976395443759774
TO;2018;869454361,74;Administração Geral;541956156,41;62,332904435076664
TO;2018;869454361,74;Demais Subfunções;295013454,05;33,930872859111645
TO;2019;1070221091,23;Policiamento;22321855,53;2,085723754924844
TO;2019;1070221091,23;Defesa Civil;2906315,79;0,271562185964751
TO;2019;1070221091,23;Administração Geral;661025470,2;61,76531892492294
TO;2019;1070221091,23;Demais Subfunções;383967449,71;35,87739513418746
TO;2020;1044000277,1;Administração Geral;983910526,19;94,24427826045067
TO;2020;1044000277,1;Demais Subfunções;60089750,91;5,755721739549335
TO;2021;1022460831,98;Policiamento;37426953,45;3,6604779644734693
TO;2021;1022460831,98;Defesa Civil;3963087,23;0,38760284071962575
TO;2021;1022460831,98;Administração Geral;971513075,35;95,01714344095319
TO;2021;1022460831,98;Demais Subfunções;9557715,95;0,9347757538537138
TO;2022;1121375003,03;Policiamento;52668524,17;4,696780651226177
TO;2022;1121375003,03;Defesa Civil;12960229,16;1,155744432057157
TO;2022;1121375003,03;Administração Geral;1048675534,65;93,51693517480209
TO;2022;1121375003,03;Demais Subfunções;7070715,05;0,6305397419145822
TO;2023;1264758059,02;Policiamento;60866368,9;4,812491089968813
TO;2023;1264758059,02;Defesa Civil;3641175,28;0,2878950052171536
TO;2023;1264758059,02;Administração Geral;1189013296,47;94,0111263170214
TO;2023;1264758059,02;Demais Subfunções;11237218,37;0,8884875877926548
TO;2024;1413511634,15;Policiamento;66466085,71;4,702195871912202
TO;2024;1413511634,15;Defesa Civil;2410086,48;0,1705034767152291
TO;2024;1413511634,15;Informação e Inteligência;32170,24;0,002275909106283743
TO;2024;1413511634,15;Administração Geral;1324989617,93;93,73743985678394
TO;2024;1413511634,15;Demais Subfunções;19613673,79;1,3875848854823518
